timestamp,granulPeriod,DRB.UEThpDl,DRB.UEThpUl,DRB.RlcPacketDropRateDl,DRB.PacketSuccessRateUlgNBUu,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL
2025-04-13 09:00:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:00:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:00:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:00:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:01:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:02:02,1000,12.0,829.0,0,100,12,823
2025-04-13 09:02:06,1000,5.0,920.0,0,100,5,914
2025-04-13 09:02:10,1000,5.0,920.0,0,100,5,914
2025-04-13 09:02:14,1000,5.0,921.0,0,100,5,915
2025-04-13 09:02:18,1000,5.0,918.0,0,100,5,911
2025-04-13 09:02:22,1000,5.0,921.0,0,100,5,915
2025-04-13 09:02:26,1000,5.0,917.0,0,100,5,910
2025-04-13 09:02:30,1000,2.0,550.0,0,100,2,546
2025-04-13 09:02:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:02:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:02:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:02:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:02:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:02:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:02:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:03:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:04:34,1000,11.0,607.0,0,99,11,597
2025-04-13 09:04:38,1000,5.0,862.0,0,100,5,852
2025-04-13 09:04:42,1000,5.0,912.0,0,100,5,904
2025-04-13 09:04:46,1000,5.0,911.0,0,99,5,903
2025-04-13 09:04:50,1000,5.0,906.0,0,100,5,899
2025-04-13 09:04:54,1000,5.0,911.0,0,100,5,904
2025-04-13 09:04:58,1000,5.0,912.0,0,100,5,905
2025-04-13 09:05:02,1000,4.0,737.0,0,100,4,732
2025-04-13 09:05:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:05:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:06:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:07:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:07:06,1000,12.0,689.0,0,100,12,684
2025-04-13 09:07:10,1000,6.0,1079.0,0,100,6,1071
2025-04-13 09:07:14,1000,6.0,1080.0,0,100,6,1073
2025-04-13 09:07:18,1000,6.0,1080.0,0,100,6,1073
2025-04-13 09:07:22,1000,6.0,1080.0,0,100,6,1073
2025-04-13 09:07:26,1000,6.0,1079.0,0,100,6,1071
2025-04-13 09:07:30,1000,6.0,1079.0,0,100,6,1071
2025-04-13 09:07:34,1000,4.0,929.0,0,100,4,923
2025-04-13 09:07:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:07:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:07:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:07:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:07:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:07:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:08:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:09:38,1000,10.0,528.0,0,100,10,524
2025-04-13 09:09:42,1000,6.0,1042.0,0,100,6,1035
2025-04-13 09:09:46,1000,6.0,1044.0,0,100,6,1036
2025-04-13 09:09:50,1000,6.0,1042.0,0,100,6,1033
2025-04-13 09:09:54,1000,6.0,1045.0,0,100,6,1036
2025-04-13 09:09:58,1000,6.0,1042.0,0,100,6,1035
2025-04-13 09:10:02,1000,6.0,1042.0,0,100,6,1033
2025-04-13 09:10:06,1000,6.0,1034.0,0,100,6,1027
2025-04-13 09:10:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:10:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:11:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:12:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:12:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:12:10,1000,11.0,518.0,0,100,11,514
2025-04-13 09:12:14,1000,6.0,1088.0,0,100,6,1080
2025-04-13 09:12:18,1000,6.0,1085.0,0,100,6,1077
2025-04-13 09:12:22,1000,6.0,1087.0,0,100,6,1079
2025-04-13 09:12:26,1000,6.0,1088.0,0,100,6,1079
2025-04-13 09:12:30,1000,6.0,1086.0,0,100,6,1079
2025-04-13 09:12:34,1000,6.0,1087.0,0,100,6,1079
2025-04-13 09:12:38,1000,6.0,1087.0,0,100,6,1079
2025-04-13 09:12:42,1000,0.0,26.0,0,100,0,25
2025-04-13 09:12:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:12:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:12:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:12:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:13:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:14:42,1000,10.0,416.0,0,100,10,412
2025-04-13 09:14:46,1000,5.0,986.0,0,100,5,978
2025-04-13 09:14:50,1000,5.0,987.0,0,100,5,978
2025-04-13 09:14:54,1000,5.0,987.0,0,100,5,979
2025-04-13 09:14:58,1000,5.0,986.0,0,100,5,978
2025-04-13 09:15:02,1000,5.0,986.0,0,100,5,978
2025-04-13 09:15:06,1000,5.0,982.0,0,100,5,973
2025-04-13 09:15:10,1000,5.0,988.0,0,100,5,980
2025-04-13 09:15:14,1000,0.0,78.0,0,100,0,78
2025-04-13 09:15:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:15:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:16:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:17:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:17:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:17:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:17:14,1000,11.0,379.0,0,100,10,376
2025-04-13 09:17:18,1000,6.0,1072.0,0,100,6,1064
2025-04-13 09:17:22,1000,6.0,1076.0,0,100,6,1068
2025-04-13 09:17:26,1000,6.0,1060.0,0,99,6,1051
2025-04-13 09:17:30,1000,6.0,1069.0,0,100,6,1060
2025-04-13 09:17:34,1000,6.0,1069.0,0,100,6,1061
2025-04-13 09:17:38,1000,6.0,1068.0,0,100,6,1060
2025-04-13 09:17:42,1000,6.0,1077.0,0,100,6,1068
2025-04-13 09:17:46,1000,0.0,142.0,0,100,0,141
2025-04-13 09:17:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:17:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:17:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:18:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:19:46,1000,10.0,398.0,0,100,10,396
2025-04-13 09:19:50,1000,6.0,1049.0,0,100,6,1041
2025-04-13 09:19:54,1000,6.0,1049.0,0,100,6,1041
2025-04-13 09:19:58,1000,6.0,1050.0,0,100,6,1042
2025-04-13 09:20:02,1000,6.0,1048.0,0,100,6,1040
2025-04-13 09:20:06,1000,6.0,1049.0,0,100,6,1041
2025-04-13 09:20:10,1000,6.0,1051.0,0,100,6,1042
2025-04-13 09:20:14,1000,6.0,1049.0,0,100,6,1041
2025-04-13 09:20:18,1000,0.0,125.0,0,100,0,124
2025-04-13 09:20:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:20:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:18,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:22,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:26,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:30,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:34,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:38,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:42,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:46,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:50,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:54,1000,0.0,0.0,0,0,0,0
2025-04-13 09:21:58,1000,0.0,0.0,0,0,0,0
2025-04-13 09:22:02,1000,0.0,0.0,0,0,0,0
2025-04-13 09:22:06,1000,0.0,0.0,0,0,0,0
2025-04-13 09:22:10,1000,0.0,0.0,0,0,0,0
2025-04-13 09:22:14,1000,0.0,0.0,0,0,0,0
2025-04-13 09:22:18,1000,9.0,367.0,0,100,9,364
2025-04-13 09:22:22,1000,5.0,910.0,0,100,5,903
2025-04-13 09:22:26,1000,5.0,907.0,0,100,5,901
2025-04-13 09:22:30,1000,5.0,907.0,0,100,5,901
2025-04-13 09:22:34,1000,5.0,908.0,0,100,5,902
2025-04-13 09:22:38,1000,5.0,908.0,0,100,5,902
